	infinitive	infinitive_english	mood	mood_english	tense	tense_english	verb_english	form_1s	form_2s	form_3s	form_1p	form_2p	form_3p	gerund	gerund_english	pastparticiple	pastparticiple_english	importance
1694	brindar	to toast	Imperativo Negativo	Imperative Negative	Presente	Present	Toast! Don't toast!		no brindes	no brindéis		no brinde	no brinden	brindando	toasting	brindado	toasted	[255]
1695	broncearse	to get a suntan, tan	Indicativo	Indicative	Presente	Present	I get a suntan, am getting a suntan	me bronceo	te bronceas	se broncea	nos bronceamos	os bronceáis	se broncean	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1696	broncearse	to get a suntan, tan	Indicativo	Indicative	Futuro	Future	I will get a suntan	me broncearé	te broncearás	se bronceará	nos broncearemos	os broncearéis	se broncearán	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1697	broncearse	to get a suntan, tan	Indicativo	Indicative	Imperfecto	Imperfect	I was getting a suntan, used to get a suntan, got a suntan	me bronceaba	te bronceabas	se bronceaba	nos bronceábamos	os bronceabais	se bronceaban	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1698	broncearse	to get a suntan, tan	Indicativo	Indicative	Pretérito	Preterite	I got a suntan	me bronceé	te bronceaste	se bronceó	nos bronceamos	os bronceasteis	se broncearon	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1699	broncearse	to get a suntan, tan	Indicativo	Indicative	Condicional	Conditional	I would get a suntan	me broncearía	te broncearías	se broncearía	nos broncearíamos	os broncearíais	se broncearían	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1700	broncearse	to get a suntan, tan	Indicativo	Indicative	Presente perfecto	Present Perfect	I have gotten a suntan	me he bronceado	te has bronceado	se ha bronceado	nos hemos bronceado	os habéis bronceado	se han bronceado	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1701	broncearse	to get a suntan, tan	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have gotten a suntan	me habré bronceado	te habrás bronceado	se habrá bronceado	nos habremos bronceado	os habréis bronceado	se habrán bronceado	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1702	broncearse	to get a suntan, tan	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had gotten a suntan	me había bronceado	te habías bronceado	se había bronceado	nos habíamos bronceado	os habíais bronceado	se habían bronceado	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1703	broncearse	to get a suntan, tan	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had gotten a suntan	me hube bronceado	te hubiste bronceado	se hubo bronceado	nos hubimos bronceado	os hubisteis bronceado	se hubieron bronceado	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1704	broncearse	to get a suntan, tan	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have gotten a suntan	me habría bronceado	te habrías bronceado	se habría bronceado	nos habríamos bronceado	os habríais bronceado	se habrían bronceado	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1705	broncearse	to get a suntan, tan	Subjuntivo	Subjunctive	Presente	Present	I get a suntan, am getting a suntan	me broncee	te broncees	se broncee	nos bronceemos	os bronceéis	se bronceen	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1706	broncearse	to get a suntan, tan	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I got a suntan, was getting a suntan	me bronceara	te broncearas	se bronceara	nos bronceáramos	os broncearais	se broncearan	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1707	broncearse	to get a suntan, tan	Subjuntivo	Subjunctive	Futuro	Future	I will get a suntan	me bronceare	te bronceares	se bronceare	nos bronceáremos	os bronceareis	se broncearen	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1708	broncearse	to get a suntan, tan	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have gotten a suntan, got a suntan	me haya bronceado	te hayas bronceado	se haya bronceado	nos hayamos bronceado	os hayáis bronceado	se hayan bronceado	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1709	broncearse	to get a suntan, tan	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have gotten a suntan	me hubiere bronceado	te hubieres bronceado	se hubiere bronceado	nos hubiéremos bronceado	os hubiereis bronceado	se hubieren bronceado	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1710	broncearse	to get a suntan, tan	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had gotten a suntan	me hubiera bronceado	te hubieras bronceado	se hubiera bronceado	nos hubiéramos bronceado	os hubierais bronceado	se hubieran bronceado	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1711	broncearse	to get a suntan, tan	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Get a suntan! Don't get a suntan!		broncéate	bronceaos		broncéese	broncéense	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1712	broncearse	to get a suntan, tan	Imperativo Negativo	Imperative Negative	Presente	Present	Get a suntan! Don't get a suntan!		no te broncees	no os bronceéis		no se broncee	no se bronceen	bronceándose	getting a suntan	bronceado	got a suntan	[255]
1713	bucear	to skin-dive; to dive under water; to dive	Indicativo	Indicative	Presente	Present	I skin-dive, am skin-diving	buceo	buceas	bucea	buceamos	buceáis	bucean	buceando	skin-diving	buceado	skin-dived	[255]
1714	bucear	to skin-dive; to dive under water; to dive	Indicativo	Indicative	Futuro	Future	I will skin-dive	bucearé	bucearás	buceará	bucearemos	bucearéis	bucearán	buceando	skin-diving	buceado	skin-dived	[255]
1715	bucear	to skin-dive; to dive under water; to dive	Indicativo	Indicative	Imperfecto	Imperfect	I was skin-diving, used to skin-dive, skin-dived	buceaba	buceabas	buceaba	buceábamos	buceabais	buceaban	buceando	skin-diving	buceado	skin-dived	[255]
1716	bucear	to skin-dive; to dive under water; to dive	Indicativo	Indicative	Pretérito	Preterite	I skin-dived	buceé	buceaste	buceó	buceamos	buceasteis	bucearon	buceando	skin-diving	buceado	skin-dived	[255]
1717	bucear	to skin-dive; to dive under water; to dive	Indicativo	Indicative	Condicional	Conditional	I would skin-dive	bucearía	bucearías	bucearía	bucearíamos	bucearíais	bucearían	buceando	skin-diving	buceado	skin-dived	[255]
1718	bucear	to skin-dive; to dive under water; to dive	Indicativo	Indicative	Presente perfecto	Present Perfect	I have skin-dived	he buceado	has buceado	ha buceado	hemos buceado	habéis buceado	han buceado	buceando	skin-diving	buceado	skin-dived	[255]
1719	bucear	to skin-dive; to dive under water; to dive	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have skin-dived	habré buceado	habrás buceado	habrá buceado	habremos buceado	habréis buceado	habrán buceado	buceando	skin-diving	buceado	skin-dived	[255]
1720	bucear	to skin-dive; to dive under water; to dive	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had skin-dived	había buceado	habías buceado	había buceado	habíamos buceado	habíais buceado	habían buceado	buceando	skin-diving	buceado	skin-dived	[255]
1721	bucear	to skin-dive; to dive under water; to dive	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had skin-dived	hube buceado	hubiste buceado	hubo buceado	hubimos buceado	hubisteis buceado	hubieron buceado	buceando	skin-diving	buceado	skin-dived	[255]
1722	bucear	to skin-dive; to dive under water; to dive	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have skin-dived	habría buceado	habrías buceado	habría buceado	habríamos buceado	habríais buceado	habrían buceado	buceando	skin-diving	buceado	skin-dived	[255]
1723	bucear	to skin-dive; to dive under water; to dive	Subjuntivo	Subjunctive	Presente	Present	I skin-dive, am skin-diving	bucee	bucees	bucee	buceemos	buceéis	buceen	buceando	skin-diving	buceado	skin-dived	[255]
1724	bucear	to skin-dive; to dive under water; to dive	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I skin-dived, was skin-diving	buceara	bucearas	buceara	buceáramos	bucearais	bucearan	buceando	skin-diving	buceado	skin-dived	[255]
1725	bucear	to skin-dive; to dive under water; to dive	Subjuntivo	Subjunctive	Futuro	Future	I will skin-dive	buceare	buceares	buceare	buceáremos	buceareis	bucearen	buceando	skin-diving	buceado	skin-dived	[255]
1726	bucear	to skin-dive; to dive under water; to dive	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have skin-dived, skin-dived	haya buceado	hayas buceado	haya buceado	hayamos buceado	hayáis buceado	hayan buceado	buceando	skin-diving	buceado	skin-dived	[255]
1727	bucear	to skin-dive; to dive under water; to dive	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have skin-dived	hubiere buceado	hubieres buceado	hubiere buceado	hubiéremos buceado	hubiereis buceado	hubieren buceado	buceando	skin-diving	buceado	skin-dived	[255]
1728	bucear	to skin-dive; to dive under water; to dive	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had skin-dived	hubiera buceado	hubieras buceado	hubiera buceado	hubiéramos buceado	hubierais buceado	hubieran buceado	buceando	skin-diving	buceado	skin-dived	[255]
1729	bucear	to skin-dive; to dive under water; to dive	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Skin-dive! Don't skin-dive!		bucea	bucead		bucee	buceen	buceando	skin-diving	buceado	skin-dived	[255]
1730	bucear	to skin-dive; to dive under water; to dive	Imperativo Negativo	Imperative Negative	Presente	Present	Skin-dive! Don't skin-dive!		no bucees	no buceéis		no bucee	no buceen	buceando	skin-diving	buceado	skin-dived	[255]
1731	burlar	to deceive, trick; to seduce	Indicativo	Indicative	Presente	Present	I deceive, am deceiving	burlo	burlas	burla	burlamos	burláis	burlan	burlando	deceiving	burlado	deceived	[255]
1732	burlar	to deceive, trick; to seduce	Indicativo	Indicative	Futuro	Future	I will deceive	burlaré	burlarás	burlará	burlaremos	burlaréis	burlarán	burlando	deceiving	burlado	deceived	[255]
1733	burlar	to deceive, trick; to seduce	Indicativo	Indicative	Imperfecto	Imperfect	I was deceiving, used to deceive, deceived	burlaba	burlabas	burlaba	burlábamos	burlabais	burlaban	burlando	deceiving	burlado	deceived	[255]
1734	burlar	to deceive, trick; to seduce	Indicativo	Indicative	Pretérito	Preterite	I deceived	burlé	burlaste	burló	burlamos	burlasteis	burlaron	burlando	deceiving	burlado	deceived	[255]
1735	burlar	to deceive, trick; to seduce	Indicativo	Indicative	Condicional	Conditional	I would deceive	burlaría	burlarías	burlaría	burlaríamos	burlaríais	burlarían	burlando	deceiving	burlado	deceived	[255]
1736	burlar	to deceive, trick; to seduce	Indicativo	Indicative	Presente perfecto	Present Perfect	I have deceived	he burlado	has burlado	ha burlado	hemos burlado	habéis burlado	han burlado	burlando	deceiving	burlado	deceived	[255]
1737	burlar	to deceive, trick; to seduce	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have deceived	habré burlado	habrás burlado	habrá burlado	habremos burlado	habréis burlado	habrán burlado	burlando	deceiving	burlado	deceived	[255]
1738	burlar	to deceive, trick; to seduce	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had deceived	había burlado	habías burlado	había burlado	habíamos burlado	habíais burlado	habían burlado	burlando	deceiving	burlado	deceived	[255]
1739	burlar	to deceive, trick; to seduce	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had deceived	hube burlado	hubiste burlado	hubo burlado	hubimos burlado	hubisteis burlado	hubieron burlado	burlando	deceiving	burlado	deceived	[255]
1740	burlar	to deceive, trick; to seduce	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have deceived	habría burlado	habrías burlado	habría burlado	habríamos burlado	habríais burlado	habrían burlado	burlando	deceiving	burlado	deceived	[255]
1741	burlar	to deceive, trick; to seduce	Subjuntivo	Subjunctive	Presente	Present	I deceive, am deceiving	burle	burles	burle	burlemos	burléis	burlen	burlando	deceiving	burlado	deceived	[255]
1742	burlar	to deceive, trick; to seduce	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I deceived, was deceiving	burlara	burlaras	burlara	burláramos	burlarais	burlaran	burlando	deceiving	burlado	deceived	[255]
1743	burlar	to deceive, trick; to seduce	Subjuntivo	Subjunctive	Futuro	Future	I will deceive	burlare	burlares	burlare	burláremos	burlareis	burlaren	burlando	deceiving	burlado	deceived	[255]
1744	burlar	to deceive, trick; to seduce	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have deceived, deceived	haya burlado	hayas burlado	haya burlado	hayamos burlado	hayáis burlado	hayan burlado	burlando	deceiving	burlado	deceived	[255]
1745	burlar	to deceive, trick; to seduce	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have deceived	hubiere burlado	hubieres burlado	hubiere burlado	hubiéremos burlado	hubiereis burlado	hubieren burlado	burlando	deceiving	burlado	deceived	[255]
1746	burlar	to deceive, trick; to seduce	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had deceived	hubiera burlado	hubieras burlado	hubiera burlado	hubiéramos burlado	hubierais burlado	hubieran burlado	burlando	deceiving	burlado	deceived	[255]
1747	burlar	to deceive, trick; to seduce	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Deceive! Don't deceive!		burla	burlad		burle	burlen	burlando	deceiving	burlado	deceived	[255]
1748	burlar	to deceive, trick; to seduce	Imperativo Negativo	Imperative Negative	Presente	Present	Deceive! Don't deceive!		no burles	no burléis		no burle	no burlen	burlando	deceiving	burlado	deceived	[255]
1749	burlarse	to mock, ridicule, make fun of [someone/something]	Indicativo	Indicative	Presente	Present	I mock, am mocking	me burlo	te burlas	se burla	nos burlamos	os burláis	se burlan	burlándose	mocking	burlado	mocked	[255]
1750	burlarse	to mock, ridicule, make fun of [someone/something]	Indicativo	Indicative	Futuro	Future	I will mock	me burlaré	te burlarás	se burlará	nos burlaremos	os burlaréis	se burlarán	burlándose	mocking	burlado	mocked	[255]
1751	burlarse	to mock, ridicule, make fun of [someone/something]	Indicativo	Indicative	Imperfecto	Imperfect	I was mocking, used to mock, mocked	me burlaba	te burlabas	se burlaba	nos burlábamos	os burlabais	se burlaban	burlándose	mocking	burlado	mocked	[255]
1752	burlarse	to mock, ridicule, make fun of [someone/something]	Indicativo	Indicative	Pretérito	Preterite	I mocked	me burlé	te burlaste	se burló	nos burlamos	os burlasteis	se burlaron	burlándose	mocking	burlado	mocked	[255]
1753	burlarse	to mock, ridicule, make fun of [someone/something]	Indicativo	Indicative	Condicional	Conditional	I would mock	me burlaría	te burlarías	se burlaría	nos burlaríamos	os burlaríais	se burlarían	burlándose	mocking	burlado	mocked	[255]
1754	burlarse	to mock, ridicule, make fun of [someone/something]	Indicativo	Indicative	Presente perfecto	Present Perfect	I have mocked	me he burlado	te has burlado	se ha burlado	nos hemos burlado	os habéis burlado	se han burlado	burlándose	mocking	burlado	mocked	[255]
1755	burlarse	to mock, ridicule, make fun of [someone/something]	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have mocked	me habré burlado	te habrás burlado	se habrá burlado	nos habremos burlado	os habréis burlado	se habrán burlado	burlándose	mocking	burlado	mocked	[255]
1756	burlarse	to mock, ridicule, make fun of [someone/something]	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had mocked	me había burlado	te habías burlado	se había burlado	nos habíamos burlado	os habíais burlado	se habían burlado	burlándose	mocking	burlado	mocked	[255]
1757	burlarse	to mock, ridicule, make fun of [someone/something]	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had mocked	me hube burlado	te hubiste burlado	se hubo burlado	nos hubimos burlado	os hubisteis burlado	se hubieron burlado	burlándose	mocking	burlado	mocked	[255]
1758	burlarse	to mock, ridicule, make fun of [someone/something]	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have mocked	me habría burlado	te habrías burlado	se habría burlado	nos habríamos burlado	os habríais burlado	se habrían burlado	burlándose	mocking	burlado	mocked	[255]
1759	burlarse	to mock, ridicule, make fun of [someone/something]	Subjuntivo	Subjunctive	Presente	Present	I mock, am mocking	me burle	te burles	se burle	nos burlemos	os burléis	se burlen	burlándose	mocking	burlado	mocked	[255]
